pos	jugador	club 	puntos	categoria
3789	Gonzalez, German A.	Def. Santos Lugares	476	7
3790	Guagliardi, Joel	Cedem nº 2	476	7
3791	Ferrin, Diego J.	Circulo Campano	476	7
3792	Bueno, Sergio D.	Circulo Campano	476	7
3793	Molina, Miguel Angel	Libre	476	7
3794	Gonzalez, Juan Carlos	Def. Santos Lugares	476	7
3795	Esquite Puqui, Efrain J.	TMR	476	7
3796	Alfonso, Angel	TMR	476	7
3797	Tursi, Jose Luis	Atlanta	476	7
3798	Crovara, Mateo	Top Minc	476	7
3799	Pedraza Avila, Matias	La Legión TDM	476	7
3800	Ponce De Leon, Fernando	Nikkei TDM	475	7
3801	Nelson, Marcos D.	TMR	475	7
3802	Morino, Pedro Yamil	Libertad	475	7
3803	Serrano, Gustavo	Ateneo de Versailles	475	7
3804	Cerbino, Ignacio	La Legión TDM	475	7
3805	Ojeda, Martin Ariel	El Galpong	475	7
3806	De Grandi, Agustin	Asoc. Jap. Burzaco	475	7
3807	Musacchio, Pedro	Tigre TDM	475	7
3808	Camaño, Tomas G.	Torre Tanque TDM	475	7
3809	Gonzalez, Mariano	Circulo Campano	475	7
3810	Lopez, Federico A.	U.V.V.A.	475	7
3811	Barufaldi, Tomas G.	Rioja	474	7
3812	Fresenga, Enzo Nicolas	Estacion Ping Pong	474	7
3813	Fierro, Jeremias	Adrogue Sith Spin	474	7
3814	Rossi, Gaston	Bar Ping Pong NTE	474	7
3815	Biasioli, Gabriel	San Lorenzo	473	7
3816	Santillan, Elbio	Ferrocarril Oeste	473	7
3817	Grimaldi, Alejandra	Instituto Cia. Maria	472	7
3818	Basini, Dante	Atlanta	472	7
3819	Imamura, Miguel M.	Nikkei TDM	472	7
3820	Campos, Tiziana C.	Fenix	472	7
3821	Milano, Margareth	Bar Ping Pong NTE	472	7
3822	Novales, Ivan	Libre	471	7
3823	Montedoro, Emiliano	Def. Santos Lugares	471	7
3824	Aloy, Jorge O.	Adrogue Sith Spin	471	7
3825	Ini, Maximiliano	Banco Nacion	471	7
3826	Sosa, Federico	La Legión TDM	471	7
3827	Violante Gimenez, Catalina	Ferrocarril Oeste	470	7
3828	Barboza, Juan Manuel	Libre	468	7
3829	Italiano, Franco	CAVA	468	7
3830	Gualtieri, Julian	Lourdes	468	7
3831	Coronel, Tiara D.	Lourdes	468	7
3832	Wibrat, Ezequiel	Jorge Newbery TDM	468	7
3833	Garcia, Gonzalo	CTDM Nizetich	468	7
3834	Lifschitz, Yael	Sociedad Hebraica	468	7
3835	Benech Arnold, Lautaro	Fenix	467	7
3836	Arbuco, Camilo	San Lorenzo	467	7
3837	Ibarra, Tobias	Villa Sahores	466	7
3838	Silva, Maximiliano	San Lorenzo	466	7
3839	Rouge, Gustavo	Cedem nº 2	466	7
3840	Carmona, Mariana	Def. Santos Lugares	466	7
3841	Caporaso, Mariano	Social Club TDM	466	7
3842	Murdoch, Angel M.	CEDIMA	465	7
3843	Kurchan, Rodolfo	Nichia Gakuin	465	7
3844	Gordillo, Marcos J.	Club Italiano JCPaz	465	7
3845	Masignani, Javier	Bersie TDM	465	7
3846	Venditto, Ignacio	Club Italiano JCPaz	465	7
3847	Leiva, Facundo	Intendente Agüero	464	7
3848	Moraga Ortega, Cecilia	Club Italiano JCPaz	464	7
3849	Pascieli, Juan	Libre	463	7
3850	Prosperi, Tobias	Gimnasty	463	7
3851	Baudino, Macarena	Ferrocarril Oeste	463	7
3852	Iseruk, Nicolas U.	Sociedad Hebraica	462	7
3853	Pourcel, Diego	Adrogue Sith Spin	462	7
3854	Regazzoni, Agustin	Social Club TDM	462	7
3855	De Vinzenzi, Leandro L	Libre	461	7
3856	Ramirez, Lucas N.	Torre Tanque TDM	461	7
3857	Bolis Wilson, Martin	Top Minc	461	7
3858	Varosa Sosa, Nicolas	La Legión TDM	461	7
3859	Perez Mazzarello, Julia	Nichia Gakuin	461	7
3860	Restivo, Mariano	La Legión TDM	460	7
3861	Kibisz, Pablo	Peretz	459	7
3862	Rollandi, Gustavo	Club Urquiza	458	7
3863	Quiroga, Julian	TMR	457	7
3864	Squillari, Matias	Ferrocarril Oeste	456	7
3865	Kunik, Emil V.	Club La Quinta	456	7
3866	Aldecader, Pablo	U.V.V.A.	455	7
3867	Villegas, Matias N.	Ferrocarril Oeste	455	7
3868	Albarracin, Thiago	Libre	455	7
3869	Blasco, Santino	Top Minc	454	7
3870	Cabrera, Gabriel	Club Urquiza	454	7
3871	Bauchwitz, Juan Jose	Club Urquiza	454	7
3872	Müller, Luca	Libre	454	7
3873	Folmer, Mateo	Libre	454	7
3874	Meruvia Gutierrez, Evelyn	Libre	454	7
3875	Lizarraga, Dario	Inst.Atlet. Cultural	453	7
3876	Martinez, Dariel	Spin TDM	453	7
3877	Mendez Bernardo, Vanessa	La Legión TDM	451	7
3878	Tracchia, Hernan	Bar Ping Pong NTE	451	7
3879	Leguizamon, Candela	La Huella	450	7
3880	Birenboim, Lautaro	Social Club TDM	450	7
3881	Melendez, Palermo	Social Club TDM	450	7
3882	Leyria, Tomas	Social Club TDM	450	7
3883	Cucut, Liliana A.	Estacion Ping Pong	450	7
3884	Di Giorgio, Natalio E.	Estacion Ping Pong	450	7
3885	Brailovsky, Andrea C.	Def. Santos Lugares	450	7
3886	Ghidella, Luciano	Social Club TDM	450	7
3887	Fernand, Kenny	Club Urquiza	450	7
3888	Sanchez, Romulo	Club Urquiza	450	7
3889	Carattoli, Diego	Ateneo de Versailles	450	7
3890	Echodas, Gregorio	Ateneo de Versailles	450	7
3891	Somoza, Nahuel	Ateneo de Versailles	450	7
3892	Mentasti, Bruno	Ateneo de Versailles	450	7
3893	Mentasti, Norberto	Ateneo de Versailles	450	7
3894	Benavides, Fernando	Ateneo de Versailles	450	7
3895	Malvassi, Fabian Jorge	Atlanta	450	7
3896	Letterio, José Gabriel	Atlanta	450	7
3897	Grasso, Joaquin	Atlanta	450	7
3898	Chiyik, Pedro	Atlanta	450	7
3899	Minces, Martin	Atlanta	450	7
3900	Belloni, Carlos Enrique	Atlanta	450	7
3901	Sung, Agustin Kevin	Atlanta	450	7
3902	Cohen, Benjamin	Atlanta	450	7
3903	Pastor, Martín	Fenix	450	7
3904	Perez, Lautaro	Fenix	450	7
3905	Perez, Francisco	Fenix	450	7
3906	Vera, Mario Luis	Gimnasty	450	7
3907	Arnez Ortuzte, Fernando	La Legión TDM	450	7
3908	Corengia, Santino	La Legión TDM	450	7
3909	Miño, Federico	La Legión TDM	450	7
3910	Montiliengo, Ignacio	La Legión TDM	450	7
3911	Opromolla, Janet	La Legión TDM	450	7
3912	Pereira Ruiz, Javier	La Legión TDM	450	7
3913	Rodrigues Coura, Rodrigo	La Legión TDM	450	7
3914	Saravia, Leonardo	La Legión TDM	450	7
3915	Varela, Martín	La Legión TDM	450	7
3916	Gonzalez Acuña,Lucas	La Legión TDM	450	7
3917	Asmu, Yamil Raúl	Libertad	450	7
3918	Duarte, Agustin	Lourdes	450	7
3919	Birman, Maximiliano D	UBA Exactas	450	7
3920	Lamarina, Juan	Peñarol	450	7
3921	Gauto, Rodrigo	Peñarol	450	7
3922	Suszczyk, Agustin	Peñarol	450	7
3923	Berna, Pilar	Peñarol	450	7
3924	Gallardo, Federico	Social Club TDM	450	7
3925	Mendez, Lorenzo	TMR	450	7
3926	Martin, Esteban	TMR	450	7
3927	Montiel, Tomas	TMR	450	7
3928	Fastuca, Adrian Gabrie	U.V.V.A.	450	7
3929	Paz, Esteban André	U.V.V.A.	450	7
3930	Levin, Paulina	Villa Sahores	450	7
3931	Bianchi, Pablo	Villa Sahores	450	7
3932	Mase, Diego	Villa Sahores	450	7
3933	Sasson, Gustavo	Villa Sahores	450	7
3934	Guixe, Jose	Zenit	450	7
3935	Giachetti, Juan Jose	Zenit	450	7
3936	Amarilla, Eduardo	Oeste TDM	450	7
3937	Castillo, Rafael	Oeste TDM	450	7
3938	Barcin, Cristian	Oeste TDM	450	7
3939	Suk, Huiwon	Estacion Ping Pong	450	7
3940	Bobrik, Pedro	Rioja	450	7
3941	Velozo, Mauricio Leonel	La Huella	450	7
3942	Chocron, Fabian	Sociedad Hebraica	450	7
3943	Talmasky, Ivan	Sociedad Hebraica	450	7
3944	Capuzzello, Thiago	Tigre TDM	450	7
3945	Fernandez, Jose Luis	Libre	450	7
3946	Kabakian, Emanuel	Ateneo de Versailles	450	7
3947	Rubin, Pablo H.	Ateneo de Versailles	450	7
3948	Drago, Enzo	Torre Tanque TDM	450	7
3949	Quintavalla, Fabrizzio	Instituto Cia. Maria	450	7
3950	Serrano, Joel	Ateneo de Versailles	450	7
3951	Cataldo, Javier	Estacion Ping Pong	450	7
3952	Cruz Muñoz, Martina	Spin TDM	450	7
3953	Briceño, Jesus	Club Urquiza	450	7
3954	Escurra, Yesica M.	CTDM Nizetich	450	7
3955	Galarraga, Ignacio	Banco Nacion	450	7
3956	Chazarreta Ruiz, Geronimo	Fenix	450	7
3957	Lopina, Mauro	Instituto Cia. Maria	450	7
3958	Deniz, Ezequiel A.	Tigre TDM	450	7
3959	Artigas, Paula	Bersie TDM	450	7
3960	Martinez, Exequiel F.	Inst.Atlet. Cultural	450	7
3961	Carapella, Lucas	Torre Tanque TDM	450	7
3962	Filgueiras Caballero, Tobias	Nichia Gakuin	450	7
3963	Navarrete, Joaquin	Club Italiano JCPaz	450	7
3964	Rivas, Fabrizio	Oeste TDM	450	7
3965	Hagiwara, Naoki	Nichia Gakuin	450	7
3966	Arepoco Accostupa, Alexis	La Legión TDM	450	7
3967	Aguilar, Mario	CEDIMA	450	7
3968	Figueredo Cortez, Carla	CEDIMA	450	7
3969	Etcheverry, Tomas	Lourdes	450	7
3970	Mendez, Eugenio A.	Club Italiano JCPaz	450	7
3971	Higa, Benjamin Riy	Asoc. Jap. Burzaco	450	7
3972	Kaihara, Felipe	Asoc. Jap. Burzaco	450	7
3973	Riera Garcia, Miguel Angel	CEDIMA	450	7
3974	Wagner, Leo	Libre	450	7
3975	Dyjament, Tadeo	Libre	450	7
3976	Paz, Martin L.	Fenix	449	7
3977	Robinsohn, Hilario	Instituto Cia. Maria	449	7
3978	Pafundi Torres, Sol	Tigre TDM	448	7
3979	Rodriguez Montanari, Lucas	Def. Santos Lugares	448	7
3980	Campos, Florencia Sol	La Legión TDM	447	7
3981	De Los Santos, Cesar	Libre	447	7
3982	Chen, Steffanie	Alvear Club	446	7
3983	Guzman, Emanuel	Club Urquiza	445	7
3984	Guzman, Martin	River Plate	445	7
3985	Cejas, Raul	La Legión TDM	445	7
3986	Gonzalez, Thiago	Libre	445	7
3987	Suhr, Valentina	La Legión TDM	444	7
3988	Miglin, Gaston	Bar Ping Pong NTE	444	7
3989	Piñeyro, Santiago	Club Urquiza	444	7
3990	Cuello, Lorena	Lourdes	443	7
3991	Simabuko, Daira M.	Club Urquiza	443	7
3992	Fernandez, Lautaro	Jorge Newbery TDM	443	7
3993	Cascardo Valiani, Dante	Ferrocarril Oeste	443	7
3994	Senderowitsch, Leonardo	Atlanta	441	7
3995	Messina, Federico	Ferrocarril Oeste	441	7
3996	Monti, Federico	Tigre TDM	441	7
3997	Cotrone, Gabriel	Cedem nº 2	440	7
3998	Klas, Claudio	Sociedad Hebraica	440	7
3999	Mandrafina, Juan Pablo	Club Urquiza	440	7
4000	Massare, Dante	Fenix	440	7
4001	Diana, Fernando	Estacion Ping Pong	439	7
4002	D'Ippolito, Hector	Bersie TDM	439	7
4003	Arpon, Martin	Bar Ping Pong NTE	438	7
4004	Bordon, Guadalupe	Torre Tanque TDM	438	7
4005	Vazon, Nahuel	River Plate	438	7
4006	Rode, Lucas	GTM	437	7
4007	Huerfano Ximenez, Emilio	La Legión TDM	437	7
4008	Alvarez Gonzalez, Tomas	Instituto Cia. Maria	437	7
4009	Borgani, Emma	Estacion Ping Pong	437	7
4010	Giordano, Bautista	Libre	437	7
4011	Rojas, Lourdes A.	Libre	437	7
4012	Lin, Antonio	Ferrocarril Oeste	437	7
4013	Gonzalez, Ludmila M.	Libre	437	7
4014	Giraldo, Nicolás	Fenix	436	7
4015	Zinn, Gustavo	Atlanta	435	7
4016	Imamura, Luna Kimie	Nikkei TDM	435	7
4017	Serantes, Anibal	Adrogue Sith Spin	434	7
4018	Berdion Garbarian, Victoria	Spin TDM	434	7
4019	Mandel, Mario	Top Minc	433	7
4020	Vdovichenko, Tiago	Libre	433	7
4021	Sanz, Paloma	Ferrocarril Oeste	433	7
4022	Mastromarino, Gianluca	Ferrocarril Oeste	433	7
4023	Alvarez, Marcos	Instituto Cia. Maria	432	7
4024	Saulo, Matias	Asoc. Jap. Burzaco	432	7
4025	Laperie Buchbinder, Raquel	Spin TDM	430	7
4026	Bonuccelli, Javier	Libre	430	7
4027	Gutierrez, Valentino	Libre	429	7
4028	Bottiglieri, Ariel Hernan	Tigre TDM	428	7
4029	Beker, Franco	Libre	427	7
4030	Vai, Patricio Otto	Club La Quinta	426	7
4031	Abud, Iair	Sociedad Hebraica	426	7
4032	Colombo, Hernan J.	Tigre TDM	425	7
4033	Zambotti, Dante	Instituto Cia. Maria	425	7
4034	Luchini, Franco	Gimnasty	424	7
4035	Flores, Lucas J.	Libre	423	7
4036	Rey, Nicolas F.	Club Urquiza	423	7
4037	Capillas, Alejandro	Banco Nacion	422	7
4038	Oroño Pereyra, Natanael	Libre	422	7
4039	Deiana, Ivan	River Plate	422	7
4040	Rodriguez Acosta, Dante	Banco Nacion	420	7
4041	Escolar, Francisco	Atlanta	419	7
4042	Gomez, Mia Nicole	Libre	419	7
4043	Schumacher, Alan J.	Intendente Agüero	418	7
4044	Grynszpan, Mariano	Ferrocarril Oeste	417	7
4045	Carballa Gioa, Bautista	Ferrocarril Oeste	416	7
4046	Claramut, Alberto	Ferrocarril Oeste	416	7
4047	Perez Sisay, Santiago	Banco Nacion	416	7
4048	Barrera, Valentin	CTDM Nizetich	415	7
4049	Avila Tapia, Marco A.	Banco Nacion	414	7
4050	Cabrera, Adriel	La Legión TDM	414	7
4051	Dabove, Esteban F.	Intendente Agüero	413	7
4052	Teves, Cristian	Jorge Newbery TDM	413	7
4053	Suyama, Emma	Peretz	411	7
4054	Cazal Rivera, Victor	CASA de Padua	411	7
4055	Montero Ochoa, Maria Fernanda	Atlanta	410	7
4056	Fantino, Juan Pablo	San Lorenzo	410	7
4057	Pires, Mauro	Instituto Cia. Maria	410	7
4058	Aguirre, Walter	Intendente Agüero	409	7
4059	Pokorny, Carolina	La Huella	408	7
4060	Fabiano, Marcelo	Fulgor Villa Crespo	408	7
4061	Casamento, Norberto	Club Italiano JCPaz	406	7
4062	Reina, Milena	La Legión TDM	405	7
4063	Toledochipi, Lautaro	Libre	405	7
4064	Suarez, Franco E.	Club Italiano JCPaz	403	7
4065	Sicart, Felipe	Ferrocarril Oeste	402	7
4066	Ortega, Ignacio Luis	River Plate	401	7
4067	Vazquez, Sofia	Banco Nacion	400	7
4068	Vazquez, Florencia	Banco Nacion	400	7
4069	Altman, Micaela	Banco Nacion	400	7
4070	Altman, Carolina	Banco Nacion	400	7
4071	Cañeque, Nicolas	Bar Ping Pong NTE	400	7
4072	Repetto, Maria Ana	Bar Ping Pong NTE	400	7
4073	Serrano, Manuel	Bar Ping Pong NTE	400	7
4074	Kalik, Dario	Bar Ping Pong NTE	400	7
4075	Leguizamon, Katerine	La Huella	399	7
4076	Lozano, Ulises	Libre	397	7
4077	Vulcano, Julio Cesar	Alvear Club	396	7
4078	Kaladjian, Constantino	Alvear Club	395	7
4079	Kramarovsky, Sofia L.	Spin TDM	385	7
4080	Zolkwer, Luca	Atlanta	374	7
4081	Diaz, Antonio	Libre	300	7
4082	Perez, Josefa	Libre	300	7
4083	Rodriguez, Maria	Libre	300	7
4084	Rios, Manuel	Libre	300	7
